web-scraper-order,web-scraper-start-url,link,link-href,title,author,description,genres,isbn,location,cover,date
"1613083710-2668","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Hooking Up","https://www.goodreads.com/book/show/2025353.Hooking_Up","Hooking Up","Tom Wolfe","null","Literature","0374103828
                      (ISBN13: 9780374103828)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423503927l/2025353.jpg","(first published 1989)"
"1613084127-3186","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","https://www.goodreads.com/book/show/1416925.Show_Stopper_","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","G. Pascal Zachary","null","Computer Science","0029356717
                      (ISBN13: 9780029356715)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369390l/1416925._SY475_.jpg","null"
"1613084319-3424","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","Business","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613083756-2726","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Big Switch: Rewiring the World, from Edison to Google","https://www.goodreads.com/book/show/16241165-the-big-switch","The Big Switch: Rewiring the World, from Edison to Google","Nicholas Carr","null","Economics","039334522X
                      (ISBN13: 9780393345223)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367516473l/16241165.jpg","(first published January 17th 2008)"
"1613083975-2985","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Groundswell: Winning in a World Transformed by Social Technologies","https://www.goodreads.com/book/show/2896061-groundswell","Groundswell: Winning in a World Transformed by Social Technologies","Charlene Li","null","Buisness","1422125009
                      (ISBN13: 9781422125007)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442815608l/2896061._SY475_.jpg","(first published January 1st 2008)"
"1613084242-3293","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Science","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613083966-2972","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","https://www.goodreads.com/book/show/22875447-work-rules","Work Rules!: Insights from Inside Google That Will Transform How You Live and Lead","Laszlo Bock","null","Romance","1455554790
                      (ISBN13: 9781455554799)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420790922l/22875447.jpg","(first published January 1st 2015)"
"1613083748-2711","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Are You Smart Enough to Work at Google?","https://www.goodreads.com/book/show/11786911-are-you-smart-enough-to-work-at-google","Are You Smart Enough to Work at Google?","William Poundstone","null","Google","031609997X
                      (ISBN13: 9780316099974)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271594l/11786911.jpg","(first published 2012)"
"1613084357-3474","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry","https://www.goodreads.com/book/show/725789.What_the_Dormouse_Said","What the Dormouse Said: How the Sixties Counterculture Shaped the Personal Computer Industry","John Markoff","null","History","0143036769
                      (ISBN13: 9780143036760)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442903066l/725789._SY475_.jpg","(first published 2005)"
"1613084319-3427","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","Internet","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613083882-2853","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Nightwork: A History of Hacks and Pranks at MIT","https://www.goodreads.com/book/show/12173.Nightwork","Nightwork: A History of Hacks and Pranks at MIT","T.F. Peterson","null","Academic","0262661373
                      (ISBN13: 9780262661379)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347525378l/12173.jpg","null"
"1613083677-2637","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Brotopia: Breaking Up the Boys' Club of Silicon Valley","https://www.goodreads.com/book/show/36288143-brotopia","Brotopia: Breaking Up the Boys' Club of Silicon Valley","Emily  Chang","null","Unfinished","B074LQKJJC","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506133747l/36288143._SY475_.jpg","null"
"1613084118-3170","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader","https://www.goodreads.com/book/show/23395719-becoming-steve-jobs","Becoming Steve Jobs: The Evolution of a Reckless Upstart into a Visionary Leader","Brent Schlender","null","Technology","0771079141
                      (ISBN13: 9780771079146)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421713283l/23395719.jpg","null"
"1613083787-2735","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Betty Doll","https://www.goodreads.com/book/show/835023.Betty_Doll","Betty Doll","Patricia Polacco","null","Childrens","014240196X
                      (ISBN13: 9780142401965)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347648394l/835023.jpg","(first published April 2nd 2001)"
"1613084454-3535","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Facebook Effect: The Inside Story of the Company That is Connecting the World","https://www.goodreads.com/book/show/7518289-the-facebook-effect","The Facebook Effect: The Inside Story of the Company That is Connecting the World","David   Kirkpatrick","null","Business","1439102112
                      (ISBN13: 9781439102114)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442657421l/7518289._SY475_.jpg","(first published 2010)"
"1613084189-3247","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","https://www.goodreads.com/book/show/1101290.Dealers_of_Lightning","Dealers of Lightning: Xerox PARC and the Dawn of the Computer Age","Michael A. Hiltzik","null","Software","0887309895
                      (ISBN13: 9780887309892)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349086333l/1101290.jpg","(first published March 1st 1999)"
"1613084242-3290","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Science","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613083958-2962","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Dogfight: How Apple and Google Went to War and Started a Revolution","https://www.goodreads.com/book/show/17332226-dogfight","Dogfight: How Apple and Google Went to War and Started a Revolution","Fred Vogelstein","null","History","0374109206
                      (ISBN13: 9780374109202)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368362829l/17332226.jpg","(first published 2013)"
"1613084044-3086","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Getting Real: The Smarter, Faster, Easier Way to Build a Web Application","https://www.goodreads.com/book/show/447648.Getting_Real","Getting Real: The Smarter, Faster, Easier Way to Build a Web Application","37 Signals","null","Business","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384467434l/447648.jpg","null"
"1613084310-3413","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Fire in the Valley: The Making of the Personal Computer","https://www.goodreads.com/book/show/1427580.Fire_in_the_Valley","Fire in the Valley: The Making of the Personal Computer","Paul Freiberger","null","Computers","0071358927
                      (ISBN13: 9780071358927)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387733026l/1427580.jpg","(first published 1984)"
"1613084109-3158","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The One Device: The Secret History of the iPhone","https://www.goodreads.com/book/show/32603496-the-one-device","The One Device: The Secret History of the iPhone","Brian Merchant","null","History","0593078411
                      (ISBN13: 9780593078419)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481570357l/32603496._SY475_.jpg","null"
"1613083950-2947","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Intel Trinity: How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company","https://www.goodreads.com/book/show/18606951-the-intel-trinity","The Intel Trinity: How Robert Noyce, Gordon Moore, and Andy Grove Built the World's Most Important Company","Michael S. Malone","null","Leadership","null","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1397422937l/18606951.jpg","null"
"1613083822-2769","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Road Ahead","https://www.goodreads.com/book/show/1081637.The_Road_Ahead","The Road Ahead","Bill  Gates","null","Science","0670772895
                      (ISBN13: 9780670772896)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1180829010l/1081637.jpg","null"
"1613083874-2844","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","https://www.goodreads.com/book/show/821987.Weaving_the_Web","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","Tim Berners-Lee","null","Computer Science","006251587X
                      (ISBN13: 9780062515872)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418521l/821987.jpg","(first published 1999)"
"1613083550-2500","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","@War: The Rise of the Military-Internet Complex","https://www.goodreads.com/book/show/20448184-war","@War: The Rise of the Military-Internet Complex","Shane Harris","null","Nonfiction","0544251792
                      (ISBN13: 9780544251793)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391614131l/20448184.jpg","(first published November 6th 2014)"
"1613084259-3316","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","https://www.goodreads.com/book/show/29608.The_Codebreakers","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","David Kahn","null","Science","0684831309
                      (ISBN13: 9780684831305)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492339589l/29608._SY475_.jpg","(first published January 1st 1963)"
"1613084378-3493","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","What Would Google Do?","https://www.goodreads.com/book/show/5100525-what-would-google-do","What Would Google Do?","Jeff Jarvis","null","Computers","0061709719
                      (ISBN13: 9780061709715)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349060717l/5100525.jpg","null"
"1613084446-3527","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Soul of a New Machine","https://www.goodreads.com/book/show/7090.The_Soul_of_a_New_Machine","The Soul of a New Machine","Tracy Kidder","null","Science","0316491977
                      (ISBN13: 9780316491976)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441207522l/7090.jpg","(first published 1981)"
"1613083838-2794","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Perfect Store: Inside eBay","https://www.goodreads.com/book/show/324739.The_Perfect_Store","The Perfect Store: Inside eBay","Adam Cohen","null","History","0316164933
                      (ISBN13: 9780316164931)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267788l/324739.jpg","(first published May 25th 2003)"
"1613084276-3346","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Future of Ideas: The Fate of the Commons in a Connected World","https://www.goodreads.com/book/show/72012.The_Future_of_Ideas","The Future of Ideas: The Fate of the Commons in a Connected World","Lawrence Lessig","null","Science","0375726446
                      (ISBN13: 9780375726446)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403185621l/72012.jpg","(first published 2001)"
"1613083929-2921","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","https://www.goodreads.com/book/show/40492.Revolution_in_The_Valley","Revolution in The Valley: The Insanely Great Story of How the Mac Was Made","Andy Hertzfeld","null","20th Century","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388288490l/40492.jpg","(first published December 6th 2004)"
"1613084199-3260","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Code: The Hidden Language of Computer Hardware and Software","https://www.goodreads.com/book/show/44882.Code","Code: The Hidden Language of Computer Hardware and Software","Charles Petzold","null","Computer Science","0735611319
                      (ISBN13: 9780735611313)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328830222l/44882.jpg","(first published September 29th 1999)"
"1613084008-3033","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Marissa Mayer and the Fight to Save Yahoo!","https://www.goodreads.com/book/show/22608584-marissa-mayer-and-the-fight-to-save-yahoo","Marissa Mayer and the Fight to Save Yahoo!","Nicholas Carlson","null","Business","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409613156l/22608584.jpg","null"
"1613084044-3081","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Getting Real: The Smarter, Faster, Easier Way to Build a Web Application","https://www.goodreads.com/book/show/447648.Getting_Real","Getting Real: The Smarter, Faster, Easier Way to Build a Web Application","37 Signals","null","Nonfiction","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384467434l/447648.jpg","null"
"1613084391-3512","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","In the Beginning...Was the Command Line","https://www.goodreads.com/book/show/18937.In_the_Beginning_Was_the_Command_Line","In the Beginning...Was the Command Line","Neal Stephenson","null","History","0380815931
                      (ISBN13: 9780380815937)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407709658l/18937.jpg","(first published May 1999)"
"1613083874-2839","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","https://www.goodreads.com/book/show/821987.Weaving_the_Web","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","Tim Berners-Lee","null","Internet","006251587X
                      (ISBN13: 9780062515872)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418521l/821987.jpg","(first published 1999)"
"1613083748-2716","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Are You Smart Enough to Work at Google?","https://www.goodreads.com/book/show/11786911-are-you-smart-enough-to-work-at-google","Are You Smart Enough to Work at Google?","William Poundstone","null","Science","031609997X
                      (ISBN13: 9780316099974)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344271594l/11786911.jpg","(first published 2012)"
"1613084023-3058","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Inside Steve's Brain","https://www.goodreads.com/book/show/2363692.Inside_Steve_s_Brain","Inside Steve's Brain","Leander Kahney","null","Business","1591841984
                      (ISBN13: 9781591841982)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440892053l/2363692._SX318_.jpg","(first published January 1st 2008)"
"1613084199-3266","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Code: The Hidden Language of Computer Hardware and Software","https://www.goodreads.com/book/show/44882.Code","Code: The Hidden Language of Computer Hardware and Software","Charles Petzold","null","History","0735611319
                      (ISBN13: 9780735611313)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328830222l/44882.jpg","(first published September 29th 1999)"
"1613083565-2515","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","https://www.goodreads.com/book/show/18465875-countdown-to-zero-day","Countdown to Zero Day: Stuxnet and the Launch of the World's First Digital Weapon","Kim Zetter","null","Science","","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404960332l/18465875.jpg","(first published June 3rd 2014)"
"1613083900-2885","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","https://www.goodreads.com/book/show/18213403-no-place-to-hide","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","Glenn Greenwald","null","Espionage","162779073X
                      (ISBN13: 9781627790734)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352779l/18213403.jpg","null"
"1613084259-3320","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","https://www.goodreads.com/book/show/29608.The_Codebreakers","The Codebreakers: The Comprehensive History of Secret Communication from Ancient Times to the Internet","David Kahn","null","Science","0684831309
                      (ISBN13: 9780684831305)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1492339589l/29608._SY475_.jpg","(first published January 1st 1963)"
"1613083900-2874","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","https://www.goodreads.com/book/show/18213403-no-place-to-hide","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","Glenn Greenwald","null","Politics","162779073X
                      (ISBN13: 9781627790734)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352779l/18213403.jpg","null"
"1613084127-3189","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","https://www.goodreads.com/book/show/1416925.Show_Stopper_","Show Stopper!: The Breakneck Race to Create Windows NT and the Next Generation at Microsoft","G. Pascal Zachary","null","Computer Science","0029356717
                      (ISBN13: 9780029356715)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442369390l/1416925._SY475_.jpg","null"
"1613084160-3222","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Microserfs","https://www.goodreads.com/book/show/2748.Microserfs","Microserfs","Douglas Coupland","null","Humor","0060987049
                      (ISBN13: 9780060987046)","Redmond, Washington","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546099595l/2748.jpg","null"
"1613084242-3285","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Bad Blood: Secrets and Lies in a Silicon Valley Startup","https://www.goodreads.com/book/show/37976541-bad-blood","Bad Blood: Secrets and Lies in a Silicon Valley Startup","John Carreyrou","null","Nonfiction","152473165X
                      (ISBN13: 9781524731656)","Palo Alto, California","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1556268702l/37976541.jpg","null"
"1613084454-3537","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Facebook Effect: The Inside Story of the Company That is Connecting the World","https://www.goodreads.com/book/show/7518289-the-facebook-effect","The Facebook Effect: The Inside Story of the Company That is Connecting the World","David   Kirkpatrick","null","Science","1439102112
                      (ISBN13: 9781439102114)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442657421l/7518289._SY475_.jpg","(first published 2010)"
"1613084036-3075","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","https://www.goodreads.com/book/show/6326920-the-accidental-billionaires","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","Ben Mezrich","null","Computers","0385529376
                      (ISBN13: 9780385529372)","Harvard University, Cambridge, Massachusetts","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527444l/6326920.jpg","(first published January 1st 2009)"
"1613083652-2609","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Convergence Culture: Where Old and New Media Collide","https://www.goodreads.com/book/show/38860.Convergence_Culture","Convergence Culture: Where Old and New Media Collide","Henry Jenkins","null","Academic","0814742815
                      (ISBN13: 9780814742815)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1417984230l/38860.jpg","(first published 2006)"
"1613083865-2824","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Direct From Dell: Strategies That Revolutionized an Industry","https://www.goodreads.com/book/show/10416227-direct-from-dell","Direct From Dell: Strategies That Revolutionized an Industry","Michael Dell","null","Entrepreneurship","B003WJRDY2","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429385800l/10416227.jpg","(first published February 17th 1999)"
"1613084319-3417","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The New New Thing: A Silicon Valley Story","https://www.goodreads.com/book/show/10658.The_New_New_Thing","The New New Thing: A Silicon Valley Story","Michael   Lewis","null","Science","0140296468
                      (ISBN13: 9780140296464)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442523392l/10658._SY475_.jpg","(first published 1999)"
"1613084147-3211","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","https://www.goodreads.com/book/show/6098718-wired-for-war","Wired for War: The Robotics Revolution and Conflict in the Twenty-First Century","P.W. Singer","null","Technology","1594201986
                      (ISBN13: 9781594201981)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442810259l/6098718._SY475_.jpg","(first published 2009)"
"1613083853-2807","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","https://www.goodreads.com/book/show/1403028.The_Difference_Engine_","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","Doron Swade","null","Science","0670910201
                      (ISBN13: 9780670910205)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428140069l/1403028.jpg","(first published April 13th 2000)"
"1613083601-2550","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture","https://www.goodreads.com/book/show/10146.The_Search","The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture","John Battelle","null","Science","1591840880
                      (ISBN13: 9781591840886)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442839930l/10146._SY475_.jpg","(first published 2005)"
"1613084378-3498","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","What Would Google Do?","https://www.goodreads.com/book/show/5100525-what-would-google-do","What Would Google Do?","Jeff Jarvis","null","Business","0061709719
                      (ISBN13: 9780061709715)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349060717l/5100525.jpg","null"
"1613083874-2842","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","https://www.goodreads.com/book/show/821987.Weaving_the_Web","Weaving the Web: The Original Design and Ultimate Destiny of the World Wide Web","Tim Berners-Lee","null","Web","006251587X
                      (ISBN13: 9780062515872)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348418521l/821987.jpg","(first published 1999)"
"1613083913-2892","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Net Delusion: The Dark Side of Internet Freedom","https://www.goodreads.com/book/show/10003400-the-net-delusion","The Net Delusion: The Dark Side of Internet Freedom","Evgeny Morozov","null","Internet","1586488759
                      (ISBN13: 9781586488758)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1297025324l/10003400.jpg","(first published November 16th 2010)"
"1613083891-2869","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","On the Edge: The Spectacular Rise and Fall of Commodore","https://www.goodreads.com/book/show/412006.On_the_Edge","On the Edge: The Spectacular Rise and Fall of Commodore","Brian  Bagnall","null","Science","0973864907
                      (ISBN13: 9780973864908)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328861455l/412006.jpg","(first published September 14th 2005)"
"1613083891-2866","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","On the Edge: The Spectacular Rise and Fall of Commodore","https://www.goodreads.com/book/show/412006.On_the_Edge","On the Edge: The Spectacular Rise and Fall of Commodore","Brian  Bagnall","null","Biography","0973864907
                      (ISBN13: 9780973864908)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328861455l/412006.jpg","(first published September 14th 2005)"
"1613083718-2687","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Everything Store: Jeff Bezos and the Age of Amazon","https://www.goodreads.com/book/show/17660462-the-everything-store","The Everything Store: Jeff Bezos and the Age of Amazon","Brad Stone","null","Leadership","0316219266
                      (ISBN13: 9780316219266)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1365394361l/17660462.jpg","null"
"1613083853-2804","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","https://www.goodreads.com/book/show/1403028.The_Difference_Engine_","The Difference Engine : Charles Babbage And The Quest To Build The First Computer","Doron Swade","null","Nonfiction","0670910201
                      (ISBN13: 9780670910205)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428140069l/1403028.jpg","(first published April 13th 2000)"
"1613084462-3559","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Master Switch: The Rise and Fall of Information Empires","https://www.goodreads.com/book/show/8201080-the-master-switch","The Master Switch: The Rise and Fall of Information Empires","Tim Wu","null","Law","0307269930
                      (ISBN13: 9780307269935)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320518400l/8201080.jpg","(first published 2010)"
"1613084199-3263","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","Code: The Hidden Language of Computer Hardware and Software","https://www.goodreads.com/book/show/44882.Code","Code: The Hidden Language of Computer Hardware and Software","Charles Petzold","null","Coding","0735611319
                      (ISBN13: 9780735611313)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328830222l/44882.jpg","(first published September 29th 1999)"
"1613083984-3005","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","How Google Works","https://www.goodreads.com/book/show/23158207-how-google-works","How Google Works","Eric Schmidt","null","Science","English","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422538855l/23158207.jpg","(first published September 1st 2014)"
"1613083900-2877","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","https://www.goodreads.com/book/show/18213403-no-place-to-hide","No Place to Hide: Edward Snowden, the NSA, and the U.S. Surveillance State","Glenn Greenwald","null","Technology","162779073X
                      (ISBN13: 9781627790734)","null","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383352779l/18213403.jpg","null"
"1613084036-3070","https://www.goodreads.com/list/show/13430.Silicon_Valley_History","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","https://www.goodreads.com/book/show/6326920-the-accidental-billionaires","The Accidental Billionaires: The Founding of Facebook, a Tale of Sex, Money, Genius, and Betrayal","Ben Mezrich","null","Science","0385529376
                      (ISBN13: 9780385529372)","Harvard University, Cambridge, Massachusetts","https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320527444l/6326920.jpg","(first published January 1st 2009)"
